"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YDR199W",3.49813447219193,0.843577197212887,1.84885435836775,0.456270226691969,0.648195671050627,NA
"YDR266C",1075.10499646156,-0.118827756490957,0.114673940533237,-1.03622284137446,0.300098192995946,0.56224485807203
"YDL242W",40.3631703025544,-0.511386037871468,0.525443713321555,-0.973246086890596,0.330431010407179,NA
"YDR002W",2740.17910974983,0.13273646403544,0.0847334219504573,1.56651839356906,0.117227305916121,0.324627906710323
"YDR214W",7118.75324415422,-0.268669742801919,0.0667644194941699,-4.02414556791556,5.71825411445643e-05,0.000784858407866569
"YDR130C",164.637379365484,0.61368840269566,0.280852852361463,2.18508873075582,0.0288823413651947,0.127613634497502
"YDL176W",288.767537056157,0.225159924504092,0.230196242561829,0.97812163221394,0.328014170019264,0.591778141787331
"YDR358W",206.208623436617,0.412247586583261,0.248526632978196,1.65876623218659,0.0971629072556832,0.289952320343778
"YDR544C",0,NA,NA,NA,NA,NA
"YDR460W",217.362621429481,0.379214047493001,0.242967027566387,1.56076341424306,0.118579582665595,0.327116090111985
